Country Name,Series Name,Year,Value
"Hong Kong SAR, China","Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.065272703
"Hong Kong SAR, China","Manufacturing, value added (% of GDP)",2017,1.026428301
"Hong Kong SAR, China","Industry (including construction), value added (% of GDP)",2017,7.218762443
Hungary,"Services, value added (% of GDP)",2017,55.88632413
Hungary,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.754197639
Hungary,"Manufacturing, value added (% of GDP)",2017,19.1264888
Hungary,"Industry (including construction), value added (% of GDP)",2017,25.16968087
Iceland,"Services, value added (% of GDP)",2017,65.40070448
Iceland,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.778000026
Iceland,"Manufacturing, value added (% of GDP)",2017,8.867856809
Iceland,"Industry (including construction), value added (% of GDP)",2017,19.56025679
India,"Services, value added (% of GDP)",2017,47.67088997
India,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,16.5583314
India,"Manufacturing, value added (% of GDP)",2017,15.01823875
India,"Industry (including construction), value added (% of GDP)",2017,26.50001665
Indonesia,"Services, value added (% of GDP)",2017,43.61405533
Indonesia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,13.15663085
Indonesia,"Manufacturing, value added (% of GDP)",2017,20.16002236
Indonesia,"Industry (including construction), value added (% of GDP)",2017,39.3791548
"Iran, Islamic Rep.","Services, value added (% of GDP)",2017,50.6626623
"Iran, Islamic Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2017,9.827058776
"Iran, Islamic Rep.","Manufacturing, value added (% of GDP)",2017,13.75240254
"Iran, Islamic Rep.","Industry (including construction), value added (% of GDP)",2017,36.22932632
Iraq,"Services, value added (% of GDP)",2017,47.033723
Iraq,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.976727801
Iraq,"Manufacturing, value added (% of GDP)",2017,2.174398743
Iraq,"Industry (including construction), value added (% of GDP)",2017,51.32968146
Ireland,"Services, value added (% of GDP)",2017,55.04094957
Ireland,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.174948872
Ireland,"Manufacturing, value added (% of GDP)",2017,32.00496272
Ireland,"Industry (including construction), value added (% of GDP)",2017,36.04605351
Isle of Man,"Services, value added (% of GDP)",2017,93.66242957
Isle of Man,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.400506349
Isle of Man,"Manufacturing, value added (% of GDP)",2017,2.080770624
Isle of Man,"Industry (including construction), value added (% of GDP)",2017,7.431955871
Israel,"Services, value added (% of GDP)",2017,70.55519712
Israel,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.431974316
Israel,"Manufacturing, value added (% of GDP)",2017,11.32043717
Israel,"Industry (including construction), value added (% of GDP)",2017,18.38609253
Italy,"Services, value added (% of GDP)",2017,66.43105972
Italy,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.972684673
Italy,"Manufacturing, value added (% of GDP)",2017,14.91387042
Italy,"Industry (including construction), value added (% of GDP)",2017,21.30040502
Jamaica,"Services, value added (% of GDP)",2017,59.77662564
Jamaica,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,6.63178586
Jamaica,"Manufacturing, value added (% of GDP)",2017,7.707022335
Jamaica,"Industry (including construction), value added (% of GDP)",2017,19.43699951
Japan,"Services, value added (% of GDP)",2017,69.53577557
Japan,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.128440549
Japan,"Manufacturing, value added (% of GDP)",2017,20.43594607
Japan,"Industry (including construction), value added (% of GDP)",2017,28.88242601
Jordan,"Services, value added (% of GDP)",2017,60.36791835
Jordan,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,4.442000428
Jordan,"Manufacturing, value added (% of GDP)",2017,17.99812196
Jordan,"Industry (including construction), value added (% of GDP)",2017,24.51396985
Kazakhstan,"Services, value added (% of GDP)",2017,57.3044151
Kazakhstan,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,4.51698454
Kazakhstan,"Manufacturing, value added (% of GDP)",2017,11.28015694
Kazakhstan,"Industry (including construction), value added (% of GDP)",2017,32.3252253
Kenya,"Services, value added (% of GDP)",2017,55.85410607
Kenya,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,20.89363741
Kenya,"Manufacturing, value added (% of GDP)",2017,8.739141731
Kenya,"Industry (including construction), value added (% of GDP)",2017,17.50350921
Kiribati,"Services, value added (% of GDP)",2017,
Kiribati,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,
Kiribati,"Manufacturing, value added (% of GDP)",2017,
Kiribati,"Industry (including construction), value added (% of GDP)",2017,
"Korea, Dem. People's Rep.","Services, value added (% of GDP)",2017,
"Korea, Dem. People's Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2017,
"Korea, Dem. People's Rep.","Manufacturing, value added (% of GDP)",2017,
"Korea, Dem. People's Rep.","Industry (including construction), value added (% of GDP)",2017,
"Korea, Rep.","Services, value added (% of GDP)",2017,54.84779034
"Korea, Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.850756295
"Korea, Rep.","Manufacturing, value added (% of GDP)",2017,26.94587269
"Korea, Rep.","Industry (including construction), value added (% of GDP)",2017,34.76630854
Kosovo,"Services, value added (% of GDP)",2017,45.39107956
Kosovo,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,7.408719576
Kosovo,"Manufacturing, value added (% of GDP)",2017,12.78484426
Kosovo,"Industry (including construction), value added (% of GDP)",2017,27.52757197
Kuwait,"Services, value added (% of GDP)",2017,56.78914641
Kuwait,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.525092038
Kuwait,"Manufacturing, value added (% of GDP)",2017,7.501476658
Kuwait,"Industry (including construction), value added (% of GDP)",2017,55.61921587
Kyrgyz Republic,"Services, value added (% of GDP)",2017,49.93244742
Kyrgyz Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,12.5145789
Kyrgyz Republic,"Manufacturing, value added (% of GDP)",2017,14.99082804
Kyrgyz Republic,"Industry (including construction), value added (% of GDP)",2017,27.30809347
Lao PDR,"Services, value added (% of GDP)",2017,41.52782613
Lao PDR,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,16.19975986
Lao PDR,"Manufacturing, value added (% of GDP)",2017,7.483534519
Lao PDR,"Industry (including construction), value added (% of GDP)",2017,30.9124754
Latvia,"Services, value added (% of GDP)",2017,64.76395483
Latvia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.552392596
Latvia,"Manufacturing, value added (% of GDP)",2017,10.47018109
Latvia,"Industry (including construction), value added (% of GDP)",2017,19.04662218
Lebanon,"Services, value added (% of GDP)",2017,75.41878074
Lebanon,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.792911485
Lebanon,"Manufacturing, value added (% of GDP)",2017,8.287891557
Lebanon,"Industry (including construction), value added (% of GDP)",2017,14.92687978
Lesotho,"Services, value added (% of GDP)",2017,54.51373884
Lesotho,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,4.963623853
Lesotho,"Manufacturing, value added (% of GDP)",2017,15.23670985
Lesotho,"Industry (including construction), value added (% of GDP)",2017,28.5730617
Liberia,"Services, value added (% of GDP)",2017,44.2886246
Liberia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,35.94261592
Liberia,"Manufacturing, value added (% of GDP)",2017,
Liberia,"Industry (including construction), value added (% of GDP)",2017,15.44165143
Libya,"Services, value added (% of GDP)",2017,64.06638933
Libya,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.874776455
Libya,"Manufacturing, value added (% of GDP)",2017,2.806782515
Libya,"Industry (including construction), value added (% of GDP)",2017,38.98001611
Liechtenstein,"Services, value added (% of GDP)",2017,51.57798971
Liechtenstein,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.134897729
Liechtenstein,"Manufacturing, value added (% of GDP)",2017,38.7329025
Liechtenstein,"Industry (including construction), value added (% of GDP)",2017,44.07861714
Lithuania,"Services, value added (% of GDP)",2017,60.43812683
Lithuania,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.50751155
Lithuania,"Manufacturing, value added (% of GDP)",2017,16.97086195
Lithuania,"Industry (including construction), value added (% of GDP)",2017,25.89634329
Luxembourg,"Services, value added (% of GDP)",2017,80.0810053
Luxembourg,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.23457255
Luxembourg,"Manufacturing, value added (% of GDP)",2017,4.775908673
Luxembourg,"Industry (including construction), value added (% of GDP)",2017,10.81833686
"Macao SAR, China","Services, value added (% of GDP)",2017,93.50439313
"Macao SAR, China","Agriculture, forestry, and fishing, value added (% of GDP)",2017,
"Macao SAR, China","Manufacturing, value added (% of GDP)",2017,0.572479914
"Macao SAR, China","Industry (including construction), value added (% of GDP)",2017,4.996772845
Madagascar,"Services, value added (% of GDP)",2017,51.04931524
Madagascar,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,24.55013777
Madagascar,"Manufacturing, value added (% of GDP)",2017,9.18815732
Madagascar,"Industry (including construction), value added (% of GDP)",2017,20.11235766
Malawi,"Services, value added (% of GDP)",2017,53.12221721
Malawi,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,22.92623863
Malawi,"Manufacturing, value added (% of GDP)",2017,
Malawi,"Industry (including construction), value added (% of GDP)",2017,17.74795965
Malaysia,"Services, value added (% of GDP)",2017,51.88201552
Malaysia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,8.598276952
Malaysia,"Manufacturing, value added (% of GDP)",2017,21.84615988
Malaysia,"Industry (including construction), value added (% of GDP)",2017,38.11471636
Maldives,"Services, value added (% of GDP)",2017,69.4930565
Maldives,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,5.271099688
Maldives,"Manufacturing, value added (% of GDP)",2017,2.184211036
Maldives,"Industry (including construction), value added (% of GDP)",2017,11.42519846
Mali,"Services, value added (% of GDP)",2017,34.886959
Mali,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,37.43243963
Mali,"Manufacturing, value added (% of GDP)",2017,6.064296886
Mali,"Industry (including construction), value added (% of GDP)",2017,18.84708993
Malta,"Services, value added (% of GDP)",2017,76.63625984
Malta,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.667005326
Malta,"Manufacturing, value added (% of GDP)",2017,6.887266102
Malta,"Industry (including construction), value added (% of GDP)",2017,11.74184278
Marshall Islands,"Services, value added (% of GDP)",2017,71.863504
Marshall Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,15.89084263
Marshall Islands,"Manufacturing, value added (% of GDP)",2017,4.143873538
Marshall Islands,"Industry (including construction), value added (% of GDP)",2017,13.05977468
Mauritania,"Services, value added (% of GDP)",2017,43.91822911
Mauritania,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,22.71883007
Mauritania,"Manufacturing, value added (% of GDP)",2017,6.413663705
Mauritania,"Industry (including construction), value added (% of GDP)",2017,23.74562923
Mauritius,"Services, value added (% of GDP)",2017,66.59398851
Mauritius,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.994748985
Mauritius,"Manufacturing, value added (% of GDP)",2017,11.83942004
Mauritius,"Industry (including construction), value added (% of GDP)",2017,17.7627252
Mexico,"Services, value added (% of GDP)",2017,59.36533103
Mexico,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.297511776
Mexico,"Manufacturing, value added (% of GDP)",2017,20.16182242
Mexico,"Industry (including construction), value added (% of GDP)",2017,31.95868467
"Micronesia, Fed. Sts.","Services, value added (% of GDP)",2017,60.70952646
"Micronesia, Fed. Sts.","Agriculture, forestry, and fishing, value added (% of GDP)",2017,27.62994429
"Micronesia, Fed. Sts.","Manufacturing, value added (% of GDP)",2017,0.52810585
"Micronesia, Fed. Sts.","Industry (including construction), value added (% of GDP)",2017,5.429415042
Moldova,"Services, value added (% of GDP)",2017,53.10805789
Moldova,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,12.19959108
Moldova,"Manufacturing, value added (% of GDP)",2017,9.970073234
Moldova,"Industry (including construction), value added (% of GDP)",2017,21.01887677
Monaco,"Services, value added (% of GDP)",2017,87.19480063
Monaco,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,
Monaco,"Manufacturing, value added (% of GDP)",2017,
Monaco,"Industry (including construction), value added (% of GDP)",2017,12.79992974
Mongolia,"Services, value added (% of GDP)",2017,42.37629415
Mongolia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,11.13723327
Mongolia,"Manufacturing, value added (% of GDP)",2017,6.898238215
Mongolia,"Industry (including construction), value added (% of GDP)",2017,37.41841161
Montenegro,"Services, value added (% of GDP)",2017,60.12903658
Montenegro,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,6.853890741
Montenegro,"Manufacturing, value added (% of GDP)",2017,3.847208631
Montenegro,"Industry (including construction), value added (% of GDP)",2017,14.86137418
Morocco,"Services, value added (% of GDP)",2017,53.09876011
Morocco,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,11.1602888
Morocco,"Manufacturing, value added (% of GDP)",2017,14.58235957
Morocco,"Industry (including construction), value added (% of GDP)",2017,25.40545481
Mozambique,"Services, value added (% of GDP)",2017,40.53979243
Mozambique,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,26.07496047
Mozambique,"Manufacturing, value added (% of GDP)",2017,7.819887035
Mozambique,"Industry (including construction), value added (% of GDP)",2017,23.6070708
Myanmar,"Services, value added (% of GDP)",2017,39.79495078
Myanmar,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,23.4041281
Myanmar,"Manufacturing, value added (% of GDP)",2017,24.09403534
Myanmar,"Industry (including construction), value added (% of GDP)",2017,36.80092112
Namibia,"Services, value added (% of GDP)",2017,58.61832902
Namibia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,7.676156215
Namibia,"Manufacturing, value added (% of GDP)",2017,12.22004344
Namibia,"Industry (including construction), value added (% of GDP)",2017,26.07701851
Nauru,"Services, value added (% of GDP)",2017,
Nauru,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,
Nauru,"Manufacturing, value added (% of GDP)",2017,
Nauru,"Industry (including construction), value added (% of GDP)",2017,
Nepal,"Services, value added (% of GDP)",2017,51.84978229
Nepal,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,23.69954846
Nepal,"Manufacturing, value added (% of GDP)",2017,4.855673994
Nepal,"Industry (including construction), value added (% of GDP)",2017,12.86258589
Netherlands,"Services, value added (% of GDP)",2017,70.06662639
Netherlands,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.855594964
Netherlands,"Manufacturing, value added (% of GDP)",2017,11.05242052
Netherlands,"Industry (including construction), value added (% of GDP)",2017,17.70313732
New Caledonia,"Services, value added (% of GDP)",2017,68.43727524
New Caledonia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.011901973
New Caledonia,"Manufacturing, value added (% of GDP)",2017,5.603544794
New Caledonia,"Industry (including construction), value added (% of GDP)",2017,21.24658053
New Zealand,"Services, value added (% of GDP)",2017,65.08888155
New Zealand,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,5.914544379
New Zealand,"Manufacturing, value added (% of GDP)",2017,10.19454878
New Zealand,"Industry (including construction), value added (% of GDP)",2017,20.46167499
Nicaragua,"Services, value added (% of GDP)",2017,50.27734865
Nicaragua,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,14.99662064
Nicaragua,"Manufacturing, value added (% of GDP)",2017,13.64246403
Nicaragua,"Industry (including construction), value added (% of GDP)",2017,24.81727334
Niger,"Services, value added (% of GDP)",2017,37.81503246
Niger,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,35.8168682
Niger,"Manufacturing, value added (% of GDP)",2017,7.567786591
Niger,"Industry (including construction), value added (% of GDP)",2017,21.07215369
Nigeria,"Services, value added (% of GDP)",2017,55.80469689
Nigeria,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,20.84657143
Nigeria,"Manufacturing, value added (% of GDP)",2017,8.741993492
Nigeria,"Industry (including construction), value added (% of GDP)",2017,22.31511719
North Macedonia,"Services, value added (% of GDP)",2017,54.53918907
North Macedonia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,7.873245042
North Macedonia,"Manufacturing, value added (% of GDP)",2017,12.60253096
North Macedonia,"Industry (including construction), value added (% of GDP)",2017,24.25894588
Northern Mariana Islands,"Services, value added (% of GDP)",2017,
Northern Mariana Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,
Northern Mariana Islands,"Manufacturing, value added (% of GDP)",2017,
Northern Mariana Islands,"Industry (including construction), value added (% of GDP)",2017,
Norway,"Services, value added (% of GDP)",2017,56.28612775
Norway,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.918778924
Norway,"Manufacturing, value added (% of GDP)",2017,6.47768065
Norway,"Industry (including construction), value added (% of GDP)",2017,30.49336719
Oman,"Services, value added (% of GDP)",2017,52.02223266
Oman,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.984599252
Oman,"Manufacturing, value added (% of GDP)",2017,8.495178421
Oman,"Industry (including construction), value added (% of GDP)",2017,49.59439552
Pakistan,"Services, value added (% of GDP)",2017,53.2492543
Pakistan,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,21.96320354
Pakistan,"Manufacturing, value added (% of GDP)",2017,11.29934591
Pakistan,"Industry (including construction), value added (% of GDP)",2017,18.09932709
Palau,"Services, value added (% of GDP)",2017,77.44468932
Palau,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.444483384
Palau,"Manufacturing, value added (% of GDP)",2017,0.969497596
Palau,"Industry (including construction), value added (% of GDP)",2017,8.061906057
Panama,"Services, value added (% of GDP)",2017,64.59881211
Panama,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.384705166
Panama,"Manufacturing, value added (% of GDP)",2017,6.057774663
Panama,"Industry (including construction), value added (% of GDP)",2017,29.35225641
Papua New Guinea,"Services, value added (% of GDP)",2017,41.50211836
Papua New Guinea,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,17.64956891
Papua New Guinea,"Manufacturing, value added (% of GDP)",2017,1.945336704
Papua New Guinea,"Industry (including construction), value added (% of GDP)",2017,36.35985974
Paraguay,"Services, value added (% of GDP)",2017,47.9606996
Paraguay,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,10.18482448
Paraguay,"Manufacturing, value added (% of GDP)",2017,19.45276982
Paraguay,"Industry (including construction), value added (% of GDP)",2017,34.39375891
Peru,"Services, value added (% of GDP)",2017,53.92833316
Peru,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,6.77975956
Peru,"Manufacturing, value added (% of GDP)",2017,12.97084692
Peru,"Industry (including construction), value added (% of GDP)",2017,31.29788412
Philippines,"Services, value added (% of GDP)",2017,59.69049529
Philippines,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,10.18295413
Philippines,"Manufacturing, value added (% of GDP)",2017,19.50020206
Philippines,"Industry (including construction), value added (% of GDP)",2017,30.12655058
Poland,"Services, value added (% of GDP)",2017,55.90661461
Poland,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.010348024
Poland,"Manufacturing, value added (% of GDP)",2017,17.09098373
Poland,"Industry (including construction), value added (% of GDP)",2017,28.86240326
Portugal,"Services, value added (% of GDP)",2017,65.36235193
Portugal,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.095868576
Portugal,"Manufacturing, value added (% of GDP)",2017,12.34250796
Portugal,"Industry (including construction), value added (% of GDP)",2017,19.11726582
Puerto Rico,"Services, value added (% of GDP)",2017,48.4410366
Puerto Rico,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.818676214
Puerto Rico,"Manufacturing, value added (% of GDP)",2017,47.33513141
Puerto Rico,"Industry (including construction), value added (% of GDP)",2017,50.22945954
Qatar,"Services, value added (% of GDP)",2017,47.30034098
Qatar,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.214741537
Qatar,"Manufacturing, value added (% of GDP)",2017,8.047170298
Qatar,"Industry (including construction), value added (% of GDP)",2017,56.68796532
Romania,"Services, value added (% of GDP)",2017,56.90992118
Romania,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,4.438847528
Romania,"Manufacturing, value added (% of GDP)",2017,19.81269339
Romania,"Industry (including construction), value added (% of GDP)",2017,29.11024721
Russian Federation,"Services, value added (% of GDP)",2017,56.03276847
Russian Federation,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,3.55363209
Russian Federation,"Manufacturing, value added (% of GDP)",2017,12.31277213
Russian Federation,"Industry (including construction), value added (% of GDP)",2017,30.67329689
Rwanda,"Services, value added (% of GDP)",2017,47.87648777
Rwanda,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,26.34544257
Rwanda,"Manufacturing, value added (% of GDP)",2017,7.677866309
Rwanda,"Industry (including construction), value added (% of GDP)",2017,17.28422868
Samoa,"Services, value added (% of GDP)",2017,67.04909502
Samoa,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,9.907575642
Samoa,"Manufacturing, value added (% of GDP)",2017,6.19206875
Samoa,"Industry (including construction), value added (% of GDP)",2017,13.18495546
San Marino,"Services, value added (% of GDP)",2017,59.91070159
San Marino,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.02047886
San Marino,"Manufacturing, value added (% of GDP)",2017,28.65222825
San Marino,"Industry (including construction), value added (% of GDP)",2017,32.45303154
Sao Tome and Principe,"Services, value added (% of GDP)",2017,81.02526836
Sao Tome and Principe,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,12.74751871
Sao Tome and Principe,"Manufacturing, value added (% of GDP)",2017,2.192513641
Sao Tome and Principe,"Industry (including construction), value added (% of GDP)",2017,9.07470301
Saudi Arabia,"Services, value added (% of GDP)",2017,51.31465782
Saudi Arabia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.867452624
Saudi Arabia,"Manufacturing, value added (% of GDP)",2017,13.29363762
Saudi Arabia,"Industry (including construction), value added (% of GDP)",2017,44.94597629
Senegal,"Services, value added (% of GDP)",2017,52.17082865
Senegal,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,14.98203382
Senegal,"Manufacturing, value added (% of GDP)",2017,15.80530875
Senegal,"Industry (including construction), value added (% of GDP)",2017,23.27769428
Serbia,"Services, value added (% of GDP)",2017,50.9309855
Serbia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,6.014153757
Serbia,"Manufacturing, value added (% of GDP)",2017,15.08669422
Serbia,"Industry (including construction), value added (% of GDP)",2017,26.08217378
Seychelles,"Services, value added (% of GDP)",2017,69.27413578
Seychelles,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.131807866
Seychelles,"Manufacturing, value added (% of GDP)",2017,5.681021169
Seychelles,"Industry (including construction), value added (% of GDP)",2017,11.7738884
Sierra Leone,"Services, value added (% of GDP)",2017,31.99574878
Sierra Leone,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,60.60988109
Sierra Leone,"Manufacturing, value added (% of GDP)",2017,1.974289864
Sierra Leone,"Industry (including construction), value added (% of GDP)",2017,5.191189813
Singapore,"Services, value added (% of GDP)",2017,70.3527587
Singapore,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.030800882
Singapore,"Manufacturing, value added (% of GDP)",2017,18.56833281
Singapore,"Industry (including construction), value added (% of GDP)",2017,23.52505968
Sint Maarten (Dutch part),"Services, value added (% of GDP)",2017,88.06822022
Sint Maarten (Dutch part),"Agriculture, forestry, and fishing, value added (% of GDP)",2017,
Sint Maarten (Dutch part),"Manufacturing, value added (% of GDP)",2017,2.210940515
Sint Maarten (Dutch part),"Industry (including construction), value added (% of GDP)",2017,6.877032537
Slovak Republic,"Services, value added (% of GDP)",2017,58.78287623
Slovak Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.090373888
Slovak Republic,"Manufacturing, value added (% of GDP)",2017,17.94974026
Slovak Republic,"Industry (including construction), value added (% of GDP)",2017,28.72403606
Slovenia,"Services, value added (% of GDP)",2017,56.70179438
Slovenia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.839724171
Slovenia,"Manufacturing, value added (% of GDP)",2017,20.57310748
Slovenia,"Industry (including construction), value added (% of GDP)",2017,28.34251684
Solomon Islands,"Services, value added (% of GDP)",2017,49.32199296
Solomon Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,33.2801394
Solomon Islands,"Manufacturing, value added (% of GDP)",2017,10.33572562
Solomon Islands,"Industry (including construction), value added (% of GDP)",2017,17.60230488
Somalia,"Services, value added (% of GDP)",2017,
Somalia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,
Somalia,"Manufacturing, value added (% of GDP)",2017,
Somalia,"Industry (including construction), value added (% of GDP)",2017,
South Africa,"Services, value added (% of GDP)",2017,64.33042562
South Africa,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.493798638
South Africa,"Manufacturing, value added (% of GDP)",2017,12.5127045
South Africa,"Industry (including construction), value added (% of GDP)",2017,23.6105565
South Sudan,"Services, value added (% of GDP)",2017,
South Sudan,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,
South Sudan,"Manufacturing, value added (% of GDP)",2017,
South Sudan,"Industry (including construction), value added (% of GDP)",2017,
Spain,"Services, value added (% of GDP)",2017,67.81784305
Spain,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,2.787029932
Spain,"Manufacturing, value added (% of GDP)",2017,11.32799193
Spain,"Industry (including construction), value added (% of GDP)",2017,20.04564332
Sri Lanka,"Services, value added (% of GDP)",2017,52.23953287
Sri Lanka,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,7.43067878
Sri Lanka,"Manufacturing, value added (% of GDP)",2017,14.89129605
Sri Lanka,"Industry (including construction), value added (% of GDP)",2017,31.12827865
St. Kitts and Nevis,"Services, value added (% of GDP)",2017,61.92323326
St. Kitts and Nevis,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,0.902643456
St. Kitts and Nevis,"Manufacturing, value added (% of GDP)",2017,5.39133238
St. Kitts and Nevis,"Industry (including construction), value added (% of GDP)",2017,26.2859866
St. Lucia,"Services, value added (% of GDP)",2017,74.89047361
St. Lucia,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.561723956
St. Lucia,"Manufacturing, value added (% of GDP)",2017,3.002802096
St. Lucia,"Industry (including construction), value added (% of GDP)",2017,10.88351285
St. Martin (French part),"Services, value added (% of GDP)",2017,
St. Martin (French part),"Agriculture, forestry, and fishing, value added (% of GDP)",2017,
St. Martin (French part),"Manufacturing, value added (% of GDP)",2017,
St. Martin (French part),"Industry (including construction), value added (% of GDP)",2017,
St. Vincent and the Grenadines,"Services, value added (% of GDP)",2017,63.46279581
St. Vincent and the Grenadines,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,6.769025543
St. Vincent and the Grenadines,"Manufacturing, value added (% of GDP)",2017,4.953245192
St. Vincent and the Grenadines,"Industry (including construction), value added (% of GDP)",2017,14.67061007
Sudan,"Services, value added (% of GDP)",2017,51.36857713
Sudan,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,21.23054031
Sudan,"Manufacturing, value added (% of GDP)",2017,
Sudan,"Industry (including construction), value added (% of GDP)",2017,16.61740797
Suriname,"Services, value added (% of GDP)",2017,48.18596677
Suriname,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,10.91775796
Suriname,"Manufacturing, value added (% of GDP)",2017,23.61014154
Suriname,"Industry (including construction), value added (% of GDP)",2017,38.27369427
Sweden,"Services, value added (% of GDP)",2017,65.08890414
Sweden,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,1.443538229
Sweden,"Manufacturing, value added (% of GDP)",2017,13.04552945
Sweden,"Industry (including construction), value added (% of GDP)",2017,22.12837188
Switzerland,"Services, value added (% of GDP)",2017,72.09011659
